,listing.advertiser.bannerUrl,listing.advertiser.contacts,listing.advertiser.id,listing.advertiser.logoUrl,listing.advertiser.name,listing.advertiser.preferredColourHex,listing.advertiser.type,listing.auctionSchedule.auctionLocation,listing.auctionSchedule.time,listing.hasFloorplan,listing.hasVideo,listing.headline,listing.id,listing.inspectionSchedule.byAppointment,listing.inspectionSchedule.recurring,listing.inspectionSchedule.times,listing.labels,listing.listingSlug,listing.listingType,listing.media,listing.priceDetails.displayPrice,listing.priceDetails.price,listing.priceDetails.priceFrom,listing.priceDetails.priceTo,listing.propertyDetails.allPropertyTypes,listing.propertyDetails.area,listing.propertyDetails.bathrooms,listing.propertyDetails.bedrooms,listing.propertyDetails.buildingArea,listing.propertyDetails.carspaces,listing.propertyDetails.displayableAddress,listing.propertyDetails.features,listing.propertyDetails.landArea,listing.propertyDetails.latitude,listing.propertyDetails.longitude,listing.propertyDetails.postcode,listing.propertyDetails.propertyType,listing.propertyDetails.region,listing.propertyDetails.state,listing.propertyDetails.street,listing.propertyDetails.streetNumber,listing.propertyDetails.suburb,listing.propertyDetails.unitNumber,listing.summaryDescription,listings,project.bannerUrl,project.displayableAddress,project.features,project.id,project.labels,project.logoUrl,project.media,project.name,project.preferredColorHex,project.projectSlug,project.state,project.suburb,type,date
50,https://images.domain.com.au/img/Agencys/2800/banner_2800.jpg?date=131775907064799123,"[{'name': 'Jake Wilson', 'photoUrl': 'https://images.domain.com.au/img/2800/contact_1517636.jpeg?mod=191206-105026'}]",2800.0,https://images.domain.com.au/img/Agencys/2800/logo_2800.jpg?date=131775906705278517,Ray White Lower North Shore,#FEE536,Agency,,,True,False,Perfect Opportunity For the Astute Investor,2015810152.0,False,False,[],[],208-287-military-road-cremorne-nsw-2090-2015810152,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015810152_1_1_191024_034557-w1600-h1067'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015810152_2_1_191024_034557-w1600-h1067'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015810152_3_1_191024_034557-w1600-h1067'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015810152_4_1_191024_034538-w1600-h1066'}]",Contact Agent,,,,['ApartmentUnitFlat'],North Shore - Lower,1.0,1.0,40.0,,"208/287 Military Road, Cremorne","['BuiltInWardrobes', 'InternalLaundry', 'NorthFacing']",,-33.82866,151.229645,2090,ApartmentUnitFlat,Sydney Region,NSW,Military Road,287,CREMORNE,208,"<b></b><br />This wonderful 40sqm one bedroom/studio offers modern, versatile living with sunlight streaming in the North facing windows. The large Vergola roofed terrace makes for a perfect extended space to enjoy entertaining in all weather with slid...",,,,,,,,,,,,,,PropertyListing,2019-12-20
51,https://images.domain.com.au/img/Agencys/4022/banner_4022.png?date=131749756082494125,"[{'name': 'Beau  Luo', 'photoUrl': 'https://images.domain.com.au/img/4022/contact_1235155.jpeg?mod=191128-152503'}, {'name': 'Kristine Siew Choo Chen', 'photoUrl': 'https://images.domain.com.au/img/4022/contact_1220547.jpeg?mod=191001-115251'}]",4022.0,https://images.domain.com.au/img/Agencys/4022/logo_4022.png?date=131749755878593286,Century 21 West Pacific,#252527,Agency,,,True,False,Contemporary Convenient & Cozy,2015617730.0,False,False,[],['Under offer'],42-29-35-gerard-street-cremorne-nsw-2090-2015617730,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015617730_9_pi_191129_030556-w1087-h726'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015617730_2_pi_190906_035927-w2000-h1335'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015617730_8_pi_190906_040220-w2000-h1335'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015617730_6_pi_190906_040144-w2000-h1335'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015617730_7_pi_190906_040155-w2000-h1335'}]",SOLD,,,,['ApartmentUnitFlat'],North Shore - Lower,1.0,2.0,,1.0,"42/29-35 Gerard Street, Cremorne","['BuiltInWardrobes', 'SecureParking', 'NorthFacing', 'Intercom', 'Bath', 'Dishwasher', 'BalconyDeck']",,-33.828537,151.226669,2090,ApartmentUnitFlat,Sydney Region,NSW,Gerard Street,29-35,CREMORNE,42,<b></b><br />Welcome to this sunny home in the heart of Cremorne! This contemporary two bedroom apartment presents a fantastic opportunity to embrace a low-maintenance lifestyle of utmost convenience. Its bright interiors feature a well-proportioned la...,,,,,,,,,,,,,,PropertyListing,2019-12-20
52,https://images.domain.com.au/img/Agencys/6366/banner_6366.jpg?date=131697870282798605,"[{'name': 'Peter  Sachs LREA', 'photoUrl': 'https://images.domain.com.au/img/6366/contact_732633.png?mod=191206-093946'}]",6366.0,https://images.domain.com.au/img/Agencys/6366/logo_6366.jpg?date=131697870075616969,Sachs Real Estate,#ffffff,Agency,,,True,False,Renovated 2 Bedroom Apartment with Northerly Aspect,2015852867.0,False,False,[],[],13-106-young-street-cremorne-nsw-2090-2015852867,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015852867_1_1_191107_012530-w2400-h1600'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015852867_2_1_191107_012530-w2400-h1600'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015852867_3_1_191107_012530-w2400-h1600'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015852867_4_1_191107_012530-w2400-h1600'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015852867_5_1_191107_012530-w2400-h1600'}]",Sachs Real Estate,,,,['ApartmentUnitFlat'],North Shore - Lower,1.0,2.0,,1.0,"13/106 Young Street, Cremorne","['BuiltInWardrobes', 'InternalLaundry', 'NorthFacing']",,-33.82435,151.222717,2090,ApartmentUnitFlat,Sydney Region,NSW,Young Street,106,CREMORNE,13,"<b></b><br />This immaculate unit offers a stylish low maintenance lifestyle. It has a lovely north facing outlook, attractive interior and well designed, flexible floorplan. This bright and sunny property is desirably positioned within walking distanc...",,,,,,,,,,,,,,PropertyListing,2019-12-20
53,https://images.domain.com.au/img/Agencys/21013/banner_21013.jpeg,"[{'name': 'Mark Wallis', 'photoUrl': 'https://images.domain.com.au/img/21013/contact_1535269.jpeg?mod=191209-165304'}, {'name': 'Adam Vernon', 'photoUrl': 'https://images.domain.com.au/img/21013/contact_1089469.jpeg?mod=191209-165304'}]",21013.0,https://images.domain.com.au/img/Agencys/21013/logo_21013.jpeg,Vernon Partners,#414141,Agency,,,True,False,Modern and Central Penthouse Apartment with Three Outdoor Areas and Northerly Aspect,2015881234.0,False,False,[],[],309-7-parraween-street-cremorne-nsw-2090-2015881234,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015881234_1_1_191114_082848-w1600-h1067'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015881234_2_1_191114_082848-w1600-h1067'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015881234_3_1_191114_082848-w1600-h1067'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015881234_4_1_191114_082848-w1600-h1067'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015881234_5_1_191114_082848-w1600-h1067'}]",Contact Agent,,,,['ApartmentUnitFlat'],North Shore - Lower,1.0,3.0,,1.0,"309/7 Parraween Street, Cremorne","['AirConditioning', 'BuiltInWardrobes', 'NorthFacing']",,-33.829422,151.226959,2090,ApartmentUnitFlat,Sydney Region,NSW,Parraween Street,7,CREMORNE,309,"<b></b><br />Capturing a north facing orientation in a boutique style block, this private apartment unveils a contemporary two level design illuminated with natural light. 

Enjoy open plan living blending to an entertaining balcony, a quality kitche...",,,,,,,,,,,,,,PropertyListing,2019-12-20
54,https://images.domain.com.au/img/Agencys/32131/banner_32131.jpeg,"[{'name': 'Adrian Rae', 'photoUrl': 'https://images.domain.com.au/img/32131/contact_1608115.jpeg?mod=191212-150857'}]",32131.0,https://images.domain.com.au/img/Agencys/32131/logo_32131.jpeg,McGrath Lower North Shore - Mosman,#000018,Agency,,,True,False,"Sweeping district views, comfort and convenience",2015856240.0,True,False,[],[],11-7-grasmere-road-cremorne-nsw-2090-2015856240,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015856240_1_1_191205_101322-w800-h600'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015856240_2_1_191205_101322-w800-h600'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015856240_3_1_191205_101322-w800-h600'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015856240_4_1_191205_101322-w800-h600'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015856240_5_1_191205_101322-w800-h600'}]","$1,650,000",1650000.0,1650000.0,1650000.0,['Townhouse'],North Shore - Lower,3.0,3.0,,2.0,"11/7 Grasmere Road, Cremorne","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'InternalLaundry', 'SecureParking', 'NorthFacing', 'Study']",175.0,-33.82608,151.218338,2090,Townhouse,Sydney Region,NSW,Grasmere Road,7,CREMORNE,11,"<b></b><br />Boasting a due North aspect, this immaculate dual level  haven captures sweeping district vistas and tantalising water glimpses. A genuine north shore lifestyle address, it's moments to city buses, Cammeray Park and Neutral Bay village din...",,,,,,,,,,,,,,PropertyListing,2019-12-20
55,https://images.domain.com.au/img/Agencys/2800/banner_2800.jpg?date=131775907064799123,"[{'name': 'Alex Hillston'}, {'name': 'Tim Abbott'}]",2800.0,https://images.domain.com.au/img/Agencys/2800/logo_2800.jpg?date=131775906705278517,Ray White Lower North Shore,#FEE536,Agency,,,False,True,Opulent 2 Bedroom Oversized Garden Residence,2015769021.0,False,False,"[{'openingTime': '2019-12-21T11:00:00', 'closingTime': '2019-12-21T11:45:00'}]",['New homes'],cremorne-nsw-2090-2015769021,NewHomes,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_4_1_191016_011536-w4000-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_5_1_191016_011536-w4000-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_6_1_191016_011536-w3000-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_7_1_191016_011536-w3000-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_8_1_191016_011536-w3628-h2000'}]",Contact Agent,,,,['NewApartments'],North Shore - Lower,2.0,2.0,,1.0,Cremorne,"['Bath', 'Heating']",,-33.82887,151.225555,2090,NewApartments,Sydney Region,NSW,,,CREMORNE,,"<b></b><br />INFORMATION SESSION THIS SATURDAY at 11:00am
The information session will be held at 102 Glover Street, Mosman

OTTO's location provides an equilibrium between Cremorne's bustling village and the peacefulness and privacy of Primrose Par...",,,,,,,,,,,,,,PropertyListing,2019-12-20
56,https://images.domain.com.au/img/Agencys/17418/banner_17418.png?date=131866421280830150,"[{'name': 'David Benjafield', 'photoUrl': 'https://images.domain.com.au/img/17418/contact_1341971.jpeg?mod=191207-092658'}, {'name': 'Matthew Smythe', 'photoUrl': 'https://images.domain.com.au/img/17418/contact_1109501.jpeg?mod=191206-095105'}]",17418.0,https://images.domain.com.au/img/Agencys/17418/logo_17418.png?date=131866420935996006,Belle Property Neutral Bay,#386250,Agency,,,True,False,"Level Entry Foyer Via Gerard Lane At The Rear

(Parking entry via Reynolds Street)",2015532552.0,False,False,[],[],4-11-reynolds-street-cremorne-nsw-2090-2015532552,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015532552_2_1_190918_115108-w5259-h3566'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015532552_2_1_190820_013534-w6753-h4500'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015532552_3_1_190820_013534-w6750-h4500'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015532552_4_1_190820_013534-w6753-h4500'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015532552_5_1_190820_013534-w6747-h4500'}]",Contact Agent,,,,['ApartmentUnitFlat'],North Shore - Lower,2.0,3.0,172.0,2.0,"4/11 Reynolds Street, Cremorne","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'InternalLaundry', 'NorthFacing', 'AlarmSystem', 'Intercom']",,-33.827713,151.2258,2090,ApartmentUnitFlat,Sydney Region,NSW,Reynolds Street,11,CREMORNE,4,"<b></b><br />This sophisticated, over-sized, modern three-bedroom apartment with 172sqm on title, offers townhouse-like proportions, a prized northerly aspect and an enviable lifestyle only moments from the bustling Cremorne and Neutral Bay Villages. S...",,,,,,,,,,,,,,PropertyListing,2019-12-20
57,https://images.domain.com.au/img/Agencys/2719/banner_2719.png?date=132109892074575433,"[{'name': 'Nicole Combes', 'photoUrl': 'https://images.domain.com.au/img/2719/contact_1600967.jpeg?mod=191203-085123'}]",2719.0,https://images.domain.com.au/img/Agencys/2719/logo_2719.png?date=132109891874833171,Di Jones Lower North Shore,#3290eb,Agency,,,True,False,Sunny and Stylish Townhouse Living,2015638530.0,True,False,[],[],1-77-grasmere-road-cremorne-nsw-2090-2015638530,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015638530_1_1_190912_060506-w5760-h3840'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015638530_2_1_190912_060506-w5760-h3840'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015638530_3_1_190912_060506-w5760-h3840'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015638530_4_1_190912_060506-w5760-h3840'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015638530_5_1_190912_060506-w5760-h3840'}]","$2,200,000 - $2,300,000",,,,['Townhouse'],North Shore - Lower,2.0,3.0,,2.0,"1/77 Grasmere Road, Cremorne","['BuiltInWardrobes', 'Gas', 'InternalLaundry', 'SecureParking']",,-33.82736,151.223511,2090,Townhouse,Sydney Region,NSW,Grasmere Road,77,CREMORNE,1,"<b></b><br />Perfectly positioned on the north east corner to capture all day sun, this fully renovated townhouse is perfect for those who want to move straight in with not a cent to spend. Private and spacious this property would suit downsizers who w...",,,,,,,,,,,,,,PropertyListing,2019-12-20
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'listingType': 'NewHomes', 'id': 2015792164, 'projectId': 3801, 'advertiser': {'type': 'Agency', 'id': 31518, 'name': 'LJ Hooker Avnu | Lower North Shore', 'logoUrl': 'https://images.domain.com.au/img/Agencys/31518/logo_31518.jpg?date=131943142984653609', 'preferredColourHex': '#2e444f', 'bannerUrl': 'https://images.domain.com.au/img/Agencys/31518/banner_31518.jpg?date=131943143088241652', 'contacts': [{'name': 'Michael Coombs', 'photoUrl': 'https://images.domain.com.au/img/31518/contact_1610489.jpeg?mod=191219-102506'}, {'name': 'Steven Kechichian', 'photoUrl': 'https://images.domain.com.au/img/31518/contact_1676160.jpeg?mod=191001-232312'}]}, 'priceDetails': {'displayPrice': 'Contact Agent'}, 'media': [{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792164_3_pi_191024_054721-w4256-h2832'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792164_2_pi_191024_054649-w4166-h2820'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792164_5_pi_191024_054749-w4069-h2818'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792164_4_pi_191024_054737-w3493-h2828'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792164_6_pi_191024_054924-w3897-h2829'}], 'propertyDetails': {'state': 'NSW', 'features': ['AirConditioning', 'BuiltInWardrobes', 'Gas', 'InternalLaundry'], 'propertyType': 'ApartmentUnitFlat', 'allPropertyTypes': ['ApartmentUnitFlat'], 'bathrooms': 1.0, 'bedrooms': 1.0, 'carspaces': 1, 'unitNumber': '', 'streetNumber': '', 'street': '', 'area': 'North Shore - Lower', 'region': 'Sydney Region', 'suburb': 'CREMORNE', 'postcode': '2090', 'displayableAddress': 'Cremorne', 'latitude': -33.82887, 'longitude': 151.225555}, 'headline': 'Brand new apartment in the heart of cosmopolitan Cremorne. ', 'summaryDescription': '<b></b><br />Why you’ll love it:\r\nDefined by a clean minimalist aesthetic, light-filled interiors and luxury appointments, this apartment has been designed with an emphasis on gourmet open plan indoor/outdoor entertaining. It’s the perfect cosmopolitan...', 'hasFloorplan': False, 'hasVideo': True, 'labels': ['New homes'], 'inspectionSchedule': {'byAppointment': True, 'recurring': False, 'times': []}, 'listingSlug': 'cremorne-nsw-2090-2015792164'}, {'listingType': 'NewHomes', 'id': 2015792200, 'projectId': 3801, 'advertiser': {'type': 'Agency', 'id': 31518, 'name': 'LJ Hooker Avnu | Lower North Shore', 'logoUrl': 'https://images.domain.com.au/img/Agencys/31518/logo_31518.jpg?date=131943142984653609', 'preferredColourHex': '#2e444f', 'bannerUrl': 'https://images.domain.com.au/img/Agencys/31518/banner_31518.jpg?date=131943143088241652', 'contacts': [{'name': 'Michael Coombs', 'photoUrl': 'https://images.domain.com.au/img/31518/contact_1610489.jpeg?mod=191219-102506'}, {'name': 'Steven Kechichian', 'photoUrl': 'https://images.domain.com.au/img/31518/contact_1676160.jpeg?mod=191001-232312'}]}, 'priceDetails': {'displayPrice': 'Contact Agent'}, 'media': [{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792200_2_pi_191024_055300-w4256-h2832'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792200_1_pi_191024_055233-w4256-h2832'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792200_5_pi_191024_055409-w4256-h2832'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792200_7_pi_191024_055435-w4256-h2832'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792200_6_pi_191024_055420-w4256-h2832'}], 'propertyDetails': {'state': 'NSW', 'features': ['AirConditioning', 'BuiltInWardrobes', 'Gas', 'InternalLaundry'], 'propertyType': 'ApartmentUnitFlat', 'allPropertyTypes': ['ApartmentUnitFlat'], 'bathrooms': 2.0, 'bedrooms': 2.0, 'carspaces': 1, 'unitNumber': '', 'streetNumber': '', 'street': '', 'area': 'North Shore - Lower', 'region': 'Sydney Region', 'suburb': 'CREMORNE', 'postcode': '2090', 'displayableAddress': 'Cremorne', 'latitude': -33.82887, 'longitude': 151.225555}, 'headline': 'Brand new apartment in the heart of cosmopolitan Cremorne. ', 'summaryDescription': '<b></b><br />Why you’ll love it:\r\nDefined by a clean minimalist aesthetic, light-filled interiors and luxury appointments, this apartment has been designed with an emphasis on gourmet open plan indoor/outdoor entertaining. It promises a cosmopolitan Cr...', 'hasFloorplan': False, 'hasVideo': False, 'labels': ['New homes'], 'inspectionSchedule': {'byAppointment': True, 'recurring': False, 'times': []}, 'listingSlug': 'cremorne-nsw-2090-2015792200'}, {'listingType': 'NewHomes', 'id': 2015792260, 'projectId': 3801, 'advertiser': {'type': 'Agency', 'id': 31518, 'name': 'LJ Hooker Avnu | Lower North Shore', 'logoUrl': 'https://images.domain.com.au/img/Agencys/31518/logo_31518.jpg?date=131943142984653609', 'preferredColourHex': '#2e444f', 'bannerUrl': 'https://images.domain.com.au/img/Agencys/31518/banner_31518.jpg?date=131943143088241652', 'contacts': [{'name': 'Michael Coombs', 'photoUrl': 'https://images.domain.com.au/img/31518/contact_1610489.jpeg?mod=191219-102506'}, {'name': 'Steven Kechichian', 'photoUrl': 'https://images.domain.com.au/img/31518/contact_1676160.jpeg?mod=191001-232312'}]}, 'priceDetails': {'displayPrice': 'Contact Agent'}, 'media': [{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792260_6_pi_191021_014055-w4256-h2832'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792260_5_pi_191021_014040-w4256-h2832'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792260_1_pi_191021_013922-w4256-h2832'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792260_3_pi_191021_013959-w4256-h2832'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015792260_2_pi_191021_013942-w4256-h2832'}], 'propertyDetails': {'state': 'NSW', 'features': ['AirConditioning', 'BuiltInWardrobes', 'Gas', 'InternalLaundry'], 'propertyType': 'ApartmentUnitFlat', 'allPropertyTypes': ['ApartmentUnitFlat'], 'bathrooms': 2.0, 'bedrooms': 3.0, 'carspaces': 2, 'unitNumber': '', 'streetNumber': '', 'street': '', 'area': 'North Shore - Lower', 'region': 'Sydney Region', 'suburb': 'CREMORNE', 'postcode': '2090', 'displayableAddress': 'Cremorne', 'latitude': -33.82887, 'longitude': 151.225555}, 'headline': 'Top floor apartment living in brand new boutique development.', 'summaryDescription': '<b></b><br />Why you’ll love it:\r\nDefined by a minimalist aesthetic, light-filled interiors and luxury appointments, this apartment exudes a house-like ambience while enjoying a low-maintenance lifestyle. Stay in for sleek indoor/outdoor entertaining o...', 'hasFloorplan': False, 'hasVideo': True, 'labels': ['New homes'], 'inspectionSchedule': {'byAppointment': True, 'recurring': False, 'times': []}, 'listingSlug': 'cremorne-nsw-2090-2015792260'}]",https://images.domain.com.au/img/Agencys/devproject/banner_3801_191210_025103,"148-150 HOLT AVENUE, CREMORNE, NSW 2090","['Apartments uniquely designed', 'Pristine inclusions/finishes', 'Open plan entertaining', 'Impeccably appointed kitchens', 'Sun drenched shared rooftop']",3801.0,['New'],https://images.domain.com.au/img/Agencys/devproject/logo_3801_191210_025106,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/3801_1_13_191024_085231-w3239-h2160'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/3801_2_13_191024_085231-w3246-h2160'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/3801_3_13_191024_085231-w3246-h2160'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/3801_4_13_191024_085231-w2768-h2160'}]",Amethyst,#304351,project/3801/amethyst-cremorne-nsw,NSW,CREMORNE,Project,2019-12-20
59,https://images.domain.com.au/img/Agencys/2800/banner_2800.jpg?date=131775907064799123,"[{'name': 'Alex Hillston'}, {'name': 'Tim Abbott'}]",2800.0,https://images.domain.com.au/img/Agencys/2800/logo_2800.jpg?date=131775906705278517,Ray White Lower North Shore,#FEE536,Agency,,,False,True,Elevated & North West Facing Opulent Boutique Residences,2015769019.0,False,False,"[{'openingTime': '2019-12-21T11:00:00', 'closingTime': '2019-12-21T11:45:00'}]",['New homes'],cremorne-nsw-2090-2015769019,NewHomes,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_1_1_191016_011536-w2857-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_2_1_191016_011536-w4205-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_3_1_191016_011536-w2667-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_4_1_191016_011536-w4000-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015769019_5_1_191016_011536-w4000-h2000'}]",Contact Agent,,,,['NewApartments'],North Shore - Lower,2.0,3.0,,2.0,Cremorne,['Heating'],,-33.82887,151.225555,2090,NewApartments,Sydney Region,NSW,,,CREMORNE,,"<b></b><br />INFORMATION SESSION THIS SATURDAY at 11:00am
The information session will be held at 102 Glover Street, Mosman

OTTO's location provides an equilibrium between Cremorne's bustling village and the peacefulness and privacy of Primrose Par...",,,,,,,,,,,,,,PropertyListing,2019-12-20
61,https://images.domain.com.au/img/Agencys/3342/banner_3342.png?date=131097622954000840,[{'name': 'David Buttel'}],3342.0,https://images.domain.com.au/img/Agencys/3342/logo_3342.png?date=131097622045093986,Raine & Horne Neutral Bay,#F9AE00,Agency,,,True,False,"A Tranquil, Private Haven - Unique Location & Lifestyle",2015832304.0,False,False,[],[],15-little-wonga-road-cremorne-nsw-2090-2015832304,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015832304_3_1_191031_021906-w1700-h1133'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015832304_2_1_191031_021906-w1700-h1133'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015832304_4_1_191031_021933-w1700-h1133'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015832304_5_1_191031_021933-w1700-h1133'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2015832304_6_1_191031_021933-w1700-h1133'}]","For Sale - $3,250,000",,,,['House'],North Shore - Lower,2.0,4.0,,3.0,"15 Little Wonga Road, Cremorne","['AirConditioning', 'BuiltInWardrobes', 'CableOrSatellite', 'Ensuite', 'Floorboards', 'Gas', 'InternalLaundry', 'SwimmingPool', 'Gym', 'SeparateDiningRoom', 'Heating', 'Dishwasher', 'OutdoorSpa', 'GardenCourtyard', 'BalconyDeck']",752.0,-33.8226128,151.226578,2090,House,Sydney Region,NSW,Little Wonga Road,15,CREMORNE,,"<b></b><br />Positioned at the end of a private roadway and nestled in a prime blue-ribbon enclave adjoining Brightmore Reserve and Willoughby Bay, this impressive 2 storey home is set amongst a canopy of trees and affords a peaceful and relaxed lifest...",,,,,,,,,,,,,,PropertyListing,2019-12-20
