,listing.advertiser.bannerUrl,listing.advertiser.contacts,listing.advertiser.id,listing.advertiser.logoUrl,listing.advertiser.name,listing.advertiser.preferredColourHex,listing.advertiser.type,listing.auctionSchedule.auctionLocation,listing.auctionSchedule.time,listing.hasFloorplan,listing.hasVideo,listing.headline,listing.id,listing.inspectionSchedule.byAppointment,listing.inspectionSchedule.recurring,listing.inspectionSchedule.times,listing.labels,listing.listingSlug,listing.listingType,listing.media,listing.priceDetails.displayPrice,listing.priceDetails.price,listing.priceDetails.priceFrom,listing.priceDetails.priceTo,listing.propertyDetails.allPropertyTypes,listing.propertyDetails.area,listing.propertyDetails.bathrooms,listing.propertyDetails.bedrooms,listing.propertyDetails.buildingArea,listing.propertyDetails.carspaces,listing.propertyDetails.displayableAddress,listing.propertyDetails.features,listing.propertyDetails.landArea,listing.propertyDetails.latitude,listing.propertyDetails.longitude,listing.propertyDetails.postcode,listing.propertyDetails.propertyType,listing.propertyDetails.region,listing.propertyDetails.state,listing.propertyDetails.street,listing.propertyDetails.streetNumber,listing.propertyDetails.suburb,listing.propertyDetails.unitNumber,listing.summaryDescription,listings,project.bannerUrl,project.displayableAddress,project.features,project.id,project.labels,project.logoUrl,project.media,project.name,project.preferredColorHex,project.projectSlug,project.state,project.suburb,type,first_seen,last_seen,displayPrice,fromPrice,toPrice,Sold Date
162,https://images.domain.com.au/img/Agencys/23550/banner_23550.png?date=131866421317704115,"[{'name': 'Brendan Pomponio', 'photoUrl': 'https://images.domain.com.au/img/23550/contact_1539470.jpeg?mod=200706-102100'}, {'name': 'Ryan Braun', 'photoUrl': 'https://images.domain.com.au/img/23550/contact_1642208.jpeg?mod=200701-170256'}, {'name': 'Steve Witt', 'photoUrl': 'https://images.domain.com.au/img/23550/contact_1558937.jpeg?mod=200706-104302'}]",23550.0,https://images.domain.com.au/img/Agencys/23550/logo_23550.png?date=131866420965995194,Belle Property Dee Why,#386250,Agency,,,True,True,RESORT STYLE LUXURY 200M TO COLLAROY BEACH,2016339175.0,True,False,[],[],6-homestead-avenue-collaroy-nsw-2097-2016339175,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016339175_1_1_200629_123510-w4016-h2680'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016339175_2_1_200629_123510-w4016-h2681'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016339175_3_1_200629_123510-w3000-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016339175_4_1_200629_123510-w4016-h2678'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016339175_5_1_200629_123510-w4016-h2681'}]",Expressions of Interest,,,,['House'],Northern Beaches,3.0,5.0,,2.0,"6 Homestead Avenue, Collaroy","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SwimmingPool', 'NorthFacing', 'Intercom', 'Shed']",594.0,-33.73467,151.301132,2097,House,Sydney Region,NSW,Homestead Avenue,6,COLLAROY,,"<b></b><br />Private Appointments Only

First time offered in 18 years and intuitively designed with sleek modern style, this deluxe home has been tailored for indoor-outdoor entertaining with stunning north facing ocean views from the second storey ...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,,,,
163,https://images.domain.com.au/img/Agencys/5291/banner_5291.jpeg,"[{'name': 'Matt Morley', 'photoUrl': 'https://images.domain.com.au/img/5291/contact_100146.jpeg?mod=200702-150446'}, {'name': 'Stephen Murace', 'photoUrl': 'https://images.domain.com.au/img/5291/contact_1221938.jpeg?mod=200702-150446'}]",5291.0,https://images.domain.com.au/img/Agencys/5291/logo_5291.jpeg,Doyle Spillane,#011725,Agency,,,True,True,Exquisitely crafted beachside entertainer in a world-class lifestyle location,2016045359.0,False,False,[],[],28-beach-road-collaroy-nsw-2097-2016045359,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016045359_1_1_200616_120308-w1920-h1280'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016045359_2_1_200616_120308-w1920-h1279'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016045359_3_1_200616_120308-w1920-h1280'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016045359_4_1_200616_120308-w1920-h1280'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016045359_5_1_200616_120308-w1920-h1280'}]","EOI $6,600,000 - $7,000,000",,,,['House'],Northern Beaches,4.0,4.0,,2.0,"28 Beach Road, Collaroy","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'SwimmingPool', 'WaterViews', 'Bath', 'Study']",696.0,-33.735890000000005,151.304047,2097,House,Sydney Region,NSW,Beach Road,28,COLLAROY,,"<b></b><br />Conceived and crafted with pure perfection as its lofty goal, this extraordinary Collaroy Basin architect-designed entertainer has been brought to life with a masterful renovation. No expense has been spared in the creation of this truly m...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,6600000-7000000,6600000.0,7000000.0,
164,https://images.domain.com.au/img/Agencys/23550/banner_23550.png?date=131866421317704115,"[{'name': 'Brendan Pomponio', 'photoUrl': 'https://images.domain.com.au/img/23550/contact_1539470.jpeg?mod=200326-104514'}, {'name': 'Joshua Perry', 'photoUrl': 'https://images.domain.com.au/img/23550/contact_1540164.jpeg?mod=200316-195404'}, {'name': 'Daniel Hindmarsh', 'photoUrl': 'https://images.domain.com.au/img/23550/contact_1303773.png?mod=200326-103328'}]",23550.0,https://images.domain.com.au/img/Agencys/23550/logo_23550.png?date=131866420965995194,Belle Property Dee Why,#386250,Agency,,,True,True,ICONIC WORLD CLASS ARCHITECT DESIGNED RESIDENCE 'THE POINT HOUSE',2014735706.0,True,False,[],[],51-beach-road-collaroy-nsw-2097-2014735706,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2014735706_3_1_181026_012841-w4016-h2681'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2014735706_20_1_181026_012859-w4016-h2680'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2014735706_2_1_181026_012823-w4016-h2681'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2014735706_4_1_181026_012854-w4016-h2681'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2014735706_1_1_181026_012813-w4016-h2681'}]",Expressions of Interest,,,,['House'],Northern Beaches,4.0,4.0,,4.0,"51 Beach Road, Collaroy","['SecureParking', 'SwimmingPool']",607.0,-33.73405,151.304321,2097,House,Sydney Region,NSW,Beach Road,51,COLLAROY,,"<b></b><br />Striking from every angle, 'The Point House' by  'Peter Stutchbury Architecture', delivers the ultimate in contemporary beach house luxury in this cutting-edge residence. Its sophisticated design showcases innovative solutions, intelligent...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,,,,
165,https://images.domain.com.au/img/Agencys/15510/banner_15510.png?date=131816447175536463,"[{'name': 'Geoff Amaral', 'photoUrl': 'https://images.domain.com.au/img/15510/contact_1148204.jpeg?mod=200708-112848'}, {'name': 'Grant Matterson', 'photoUrl': 'https://images.domain.com.au/img/15510/contact_1065244.jpeg?mod=200708-112848'}]",15510.0,https://images.domain.com.au/img/Agencys/15510/logo_15510.png?date=131816446863049148,LJ Hooker Narrabeen,#000000,Agency,,,True,False,Ultra Modern Beachside Apartment,2016341691.0,False,False,"[{'openingTime': '2020-07-11T12:00:00', 'closingTime': '2020-07-11T12:30:00'}]",['Updated'],12-1-mactier-street-narrabeen-nsw-2101-2016341691,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016341691_1_1_200630_123714-w1920-h1333'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016341691_2_1_200630_123714-w1920-h1333'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016341691_3_1_200630_123714-w1920-h1333'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016341691_4_1_200630_123714-w1920-h1333'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016341691_5_1_200630_123714-w1920-h1333'}]",Contact Agent,,,,['ApartmentUnitFlat'],Northern Beaches,1.0,1.0,,1.0,"12/1 Mactier Street, Narrabeen","['BuiltInWardrobes', 'Gas', 'InternalLaundry', 'SecureParking', 'Intercom', 'Bath', 'Heating', 'Dishwasher']",,-33.72191,151.297775,2101,ApartmentUnitFlat,Sydney Region,NSW,Mactier Street,12/1,NARRABEEN,,"<b></b><br />This stylish apartment is positioned on the first floor of a highly sought after building which is right opposite the World Famous Narrabeen Beach.
- Lounge/Dining area with abundant natural light and gas heating
- Gorgeous kitchen featu...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,,,,
166,https://images.domain.com.au/img/Agencys/25844/banner_25844.GIF,"[{'name': 'Tony Quattroville', 'photoUrl': 'https://images.domain.com.au/img/25844/contact_1240727.JPG?mod=200706-213310'}]",25844.0,https://images.domain.com.au/img/Agencys/25844/logo_25844.GIF?date=2015-04-16-12-56-07,One Agency by Tony Quattroville,#000000,Agency,On Site,2020-07-18T12:15:00,True,False,Unbeatable Pet Friendly Courtyard Apartment  (75m2 + 18m2 parking/storage),2016325197.0,False,False,"[{'openingTime': '2020-07-11T12:00:00', 'closingTime': '2020-07-11T12:40:00'}]",[],9-22-victor-road-brookvale-nsw-2100-2016325197,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/13067044_1_1_190403_111918-w800-h533'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/13067044_8_1_190403_111918-w800-h533'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/13067044_2_1_190403_111918-w800-h533'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/13067044_3_1_190403_111918-w800-h533'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/13067044_4_1_190403_111918-w800-h533'}]","Bidding guide $650,000",,,,['ApartmentUnitFlat'],Northern Beaches,1.0,1.0,93.0,1.0,"9/22 Victor Road, Brookvale","['BuiltInWardrobes', 'InternalLaundry', 'SecureParking', 'NorthFacing', 'Dishwasher', 'Shed']",,-33.7585526,151.277237,2100,ApartmentUnitFlat,Sydney Region,NSW,Victor Road,22,BROOKVALE,9,"<b></b><br />* This apartment feels more like a villa with its own entrance
* Perfect  blend of outdoor and indoor space with front and rear courtyards
* Great layout with entrance hallway
* The large light-filled north facing living and dining area...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,650000,650000.0,650000.0,
167,https://images.domain.com.au/img/Agencys/25095/banner_25095.GIF,"[{'name': 'Tim Cullen', 'photoUrl': 'https://images.domain.com.au/img/25095/contact_1218645.jpeg?mod=200708-160258'}, {'name': 'Nick Marlow', 'photoUrl': 'https://images.domain.com.au/img/25095/contact_1756793.jpeg?mod=200707-085102'}]",25095.0,https://images.domain.com.au/img/Agencys/25095/logo_25095.GIF,McGrath Manly,#000018,Agency,,,True,False,Contemporary indoor/outdoor apartment across 94sqm,2016335587.0,False,False,"[{'openingTime': '2020-07-11T09:30:00', 'closingTime': '2020-07-11T10:00:00'}]",[],4-21-gulliver-street-brookvale-nsw-2100-2016335587,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016335587_3_1_200625_070650-w1600-h1200'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016335587_2_1_200625_070650-w1600-h1200'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016335587_1_1_200625_070650-w1600-h1200'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016335587_4_1_200625_070650-w1600-h1200'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016335587_5_1_200625_070650-w1600-h1200'}]","Price Guide $645,000 - $695,000",,,,['ApartmentUnitFlat'],Northern Beaches,1.0,1.0,94.0,1.0,"4/21 Gulliver Street, Brookvale","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'InternalLaundry', 'SecureParking', 'GroundFloor', 'Intercom', 'Bath']",94.0,-33.760498,151.269928,2100,ApartmentUnitFlat,Sydney Region,NSW,Gulliver Street,21,BROOKVALE,4,"<b></b><br />A stylish contemporary haven, this ground floor apartment offers an appealing indoor/outdoor layout across 94sqm. Located within a sought-after security complex, it's a stroll to city buses, Warringah Mall and offers easy access to a selec...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,645000-695000,645000.0,695000.0,
168,https://images.domain.com.au/img/Agencys/23550/banner_23550.png?date=131866421317704115,"[{'name': 'Joshua Perry', 'photoUrl': 'https://images.domain.com.au/img/23550/contact_1163146.jpeg?mod=200617-115719'}, {'name': 'Brendan Pomponio', 'photoUrl': 'https://images.domain.com.au/img/23550/contact_1539470.jpeg?mod=200622-160908'}]",23550.0,https://images.domain.com.au/img/Agencys/23550/logo_23550.png?date=131866420965995194,Belle Property Dee Why,#386250,Agency,,,True,True,BALINESE-INSPIRED LIVING IN PRIZED COASTAL ENCLAVE,2016227517.0,True,False,[],[],20a-malcolm-street-narrabeen-nsw-2101-2016227517,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016227517_1_1_200423_080058-w4016-h2681'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016227517_2_1_200423_080058-w4016-h2681'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016227517_3_1_200423_080058-w3000-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016227517_4_1_200423_080058-w4016-h2681'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016227517_5_1_200423_080058-w4016-h2681'}]",Contact Agent,,,,['House'],Northern Beaches,2.0,4.0,,2.0,"20A Malcolm Street, Narrabeen","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SwimmingPool', 'Bath', 'Dishwasher', 'Study']",461.0,-33.7050323,151.3012,2101,House,Sydney Region,NSW,Malcolm Street,20A,NARRABEEN,,"<b></b><br />** inspect via private appointment 7 days a week call or text to book **

Occupying a generous 461sqm block within a blue-ribbon coastal cul-de-sac, this  property presents resort style living, excelling in all aspects of family life. In...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,,,,
169,https://images.domain.com.au/img/Agencys/17564/banner_17564.GIF,"[{'name': 'Phillip Sun'}, {'name': 'Sales Team'}]",17564.0,https://images.domain.com.au/img/Agencys/17564/logo_17564.GIF,Asset Pacific Investment,#DDDDDD,Agency,,,True,False,Modern one bedroom apartment situated in the heart of Crows Nest,2016188301.0,False,False,"[{'openingTime': '2020-07-11T10:00:00', 'closingTime': '2020-07-11T10:25:00'}, {'openingTime': '2020-07-18T10:00:00', 'closingTime': '2020-07-18T10:25:00'}]",[],107-143-west-street-crows-nest-nsw-2065-2016188301,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016188301_1_1_200328_114719-w1500-h1001'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016188301_2_1_200328_114719-w1500-h1001'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016188301_3_1_200328_114719-w1500-h1001'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016188301_4_1_200328_114719-w1500-h1001'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016188301_5_1_200328_114719-w1500-h1001'}]",Contact Agent,,,,['ApartmentUnitFlat'],North Shore - Lower,1.0,1.0,60.0,1.0,"107/143 West Street, Crows Nest","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'Gas', 'InternalLaundry', 'Intercom', 'Dishwasher', 'BalconyDeck']",,-33.82785,151.20696999999996,2065,ApartmentUnitFlat,Sydney Region,NSW,West Street,143,CROWS NEST,107,"<b></b><br />This contemporary one-bedroom apartment with beautifully finished, provides a luxurious lifestyle in an ultra-convenient location, just footsteps from shopping centre, buses and a choice of eateries.


* Spacious combined living/dining ...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,,,,
170,https://images.domain.com.au/img/Agencys/15251/banner_15251.jpg?date=131196191174915704,"[{'name': 'Daniel Nero', 'photoUrl': 'https://images.domain.com.au/img/15251/contact_904311.jpeg?mod=200706-102110'}, {'name': 'Laura Wright', 'photoUrl': 'https://images.domain.com.au/img/15251/contact_1681656.jpeg?mod=200706-102110'}]",15251.0,https://images.domain.com.au/img/Agencys/15251/logo_15251.jpg?date=131196190931166218,Laing+Simmons Dee Why ,#FFDD00,Agency,On-Site,2020-07-18T11:30:00,True,False,"Spacious and sun-filled, fabulous first home or investment",2016331489.0,False,False,"[{'openingTime': '2020-07-11T11:00:00', 'closingTime': '2020-07-11T11:30:00'}, {'openingTime': '2020-07-15T11:00:00', 'closingTime': '2020-07-15T11:30:00'}, {'openingTime': '2020-07-18T11:00:00', 'closingTime': '2020-07-18T11:30:00'}]",[],2-4-5-kempsey-close-dee-why-nsw-2099-2016331489,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016331489_1_1_200624_035103-w1920-h1440'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016331489_2_1_200624_035103-w1920-h1440'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016331489_3_1_200624_035103-w1920-h1440'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016331489_4_1_200624_035103-w1920-h1440'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016331489_5_1_200624_035103-w1920-h1440'}]",Auction (Unless Sold Prior),,,,['ApartmentUnitFlat'],Northern Beaches,1.0,2.0,,1.0,"2/4-5 Kempsey Close, Dee Why","['InternalLaundry', 'SecureParking']",,-33.7462,151.288589,2099,ApartmentUnitFlat,Sydney Region,NSW,Kempsey Close,4-5,DEE WHY,2,"<b></b><br />A great opportunity to secure yourself a wonderfully presented apartment in a convenient position  which would make both a fabulous home or a brilliant addition to your investment portfolio. 

Offering a generously sized lounge and dinin...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,,,,
171,https://images.domain.com.au/img/Agencys/3846/banner_3846.gif,"[{'name': 'Angelo Goutzios', 'photoUrl': 'https://images.domain.com.au/img/3846/contact_1490312.jpeg?mod=200708-215048'}]",3846.0,https://images.domain.com.au/img/Agencys/3846/logo_3846.gif,Novak,#000000,Agency,,,True,False,"THE OVER-SIZED NORTH FACING, ONE BED + GUEST ROOM!",2016272898.0,False,False,"[{'openingTime': '2020-07-11T13:00:00', 'closingTime': '2020-07-11T13:30:00'}, {'openingTime': '2020-07-15T13:00:00', 'closingTime': '2020-07-15T13:30:00'}]",[],1068-1-5-dee-why-parade-dee-why-nsw-2099-2016272898,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/13035285_1_1_190405_105710-w3000-h2000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016272898_3_1_200521_072303-w2853-h1854'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016272898_2_1_200521_072303-w4500-h3000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016272898_4_1_200521_072303-w4500-h3000'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016272898_5_1_200521_072303-w4500-h3000'}]","$700,000 to $735,000",,,,['ApartmentUnitFlat'],Northern Beaches,1.0,2.0,85.0,1.0,"1068/1-5 Dee Why Parade, Dee Why","['BuiltInWardrobes', 'InternalLaundry', 'NorthFacing', 'Intercom']",,-33.7518234,151.288376,2099,ApartmentUnitFlat,Sydney Region,NSW,Dee Why Parade,1-5,DEE WHY,1068,"<b></b><br />| A whopping 85sqm on title. It's the perfect apartment
| Huge master bedroom with balcony + guest room
| North facing, sunny outlook from living and bedroom
| Internal laundry + lift access + renovated block
| Shops, cafes & transport...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,700000735000,700000735000.0,700000735000.0,
172,https://images.domain.com.au/img/Agencys/20095/banner_20095.png,[{'name': 'For Sale By Owner (NSW)'}],20095.0,https://images.domain.com.au/img/Agencys/20095/logo_20095.jpeg,For Sale By Owner Australia,#ffffff,Agency,,,True,False,Rare Vacant Land with Panoramic Views - offers invited,2016260219.0,True,False,[],[],42-ryan-place-beacon-hill-nsw-2100-2016260219,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016260219_2_1_200514_033347-w1920-h1280'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016260219_7_1_200514_033347-w1920-h1280'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016260219_3_1_200529_093405-w1920-h1280'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016260219_8_1_200514_033347-w800-h533'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016260219_5_1_200529_093405-w1920-h1280'}]","$1,050,000 - $1,150,000",,,,['VacantLand'],Northern Beaches,,,,,"42 Ryan Place, Beacon Hill",['SecureParking'],655.0,-33.76016,151.264038,2100,VacantLand,Sydney Region,NSW,Ryan Place,42,BEACON HILL,,"<b></b><br />Positioned high on the hill, this 655 m2 block of land offers great panoramas stretching from North Curl Curl to Freshwater, Manly, Fairlight, Balgowlah Heights and beyond. Both day and night views from this block are simply stunning! 

...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,1050000-1150000,1050000.0,1150000.0,
173,https://images.domain.com.au/img/Agencys/6937/banner_6937.png?date=131913724539656649,"[{'name': 'Chris Aldren', 'photoUrl': 'https://images.domain.com.au/img/6937/contact_1594930.jpeg?mod=200709-143452'}, {'name': 'Harry Pownall', 'photoUrl': 'https://images.domain.com.au/img/6937/contact_1595361.jpeg?mod=200709-143452'}]",6937.0,https://images.domain.com.au/img/Agencys/6937/logo_6937.png?date=131915479200791751, Upstate ,#000000,Agency,,,True,False,Renovated Three Bedroom Beachside Apartment,2016292563.0,False,False,"[{'openingTime': '2020-07-11T12:00:00', 'closingTime': '2020-07-11T12:30:00'}]",[],2-17-wheeler-parade-dee-why-nsw-2099-2016292563,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016292563_2_1_200603_020905-w4134-h2756'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016292563_4_1_200603_020905-w4134-h2756'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016292563_1_1_200603_020905-w4134-h2756'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016292563_3_1_200603_020905-w2000-h1333'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016292563_5_1_200603_020905-w2000-h1333'}]","For Sale $1,075,000",,,,['ApartmentUnitFlat'],Northern Beaches,1.0,3.0,,1.0,"2/17 Wheeler Parade, Dee Why","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'Gas', 'InternalLaundry']",117.0,-33.757206,151.293625,2099,ApartmentUnitFlat,Sydney Region,NSW,Wheeler Parade,17,DEE WHY,2,"<b></b><br />Exuding chic beachside style, this first floor apartment features sleek contemporary interiors that will impress with a house-like layout, great separation between the living and accommodation areas and a large north-easterly balcony. Tuck...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,1075000,1075000.0,1075000.0,
174,https://images.domain.com.au/img/Agencys/6937/banner_6937.png?date=131913724539656649,"[{'name': 'Kirsten Bertram', 'photoUrl': 'https://images.domain.com.au/img/6937/contact_1645656.jpeg?mod=200709-145659'}, {'name': 'Lachlan Yeates', 'photoUrl': 'https://images.domain.com.au/img/6937/contact_1594895.jpeg?mod=200709-145659'}]",6937.0,https://images.domain.com.au/img/Agencys/6937/logo_6937.png?date=131915479200791751, Upstate ,#000000,Agency,,,True,False,Beachside Living in Tightly Held Curl Curl,2016305126.0,False,False,"[{'openingTime': '2020-07-11T10:00:00', 'closingTime': '2020-07-11T10:30:00'}, {'openingTime': '2020-07-15T10:00:00', 'closingTime': '2020-07-15T10:30:00'}]",[],10-52-carrington-parade-curl-curl-nsw-2096-2016305126,Sale,"[{'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016305126_1_1_200610_042702-w4134-h2756'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016305126_8_1_200618_013917-w4321-h2879'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016305126_2_1_200610_042702-w1600-h1067'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016305126_3_1_200610_042702-w4134-h2756'}, {'category': 'Image', 'url': 'https://bucket-api.domain.com.au/v1/bucket/image/2016305126_4_1_200610_042808-w4134-h2756'}]",Contact Agent,,,,['ApartmentUnitFlat'],Northern Beaches,1.0,2.0,,1.0,"10/52 Carrington Parade, Curl Curl","['BuiltInWardrobes', 'Floorboards', 'InternalLaundry', 'SecureParking', 'Intercom']",,-33.7728043,151.292191,2096,ApartmentUnitFlat,Sydney Region,NSW,Carrington Parade,52,CURL CURL,10,"<b></b><br />Quietly positioned on the first floor of the well-kept 'Silas Court' security complex, directly opposite the sand of Curl Curl Beach, this beautifully appointed apartment exudes contemporary coastal style. Capturing northerly sunlight and ...",,,,,,,,,,,,,,PropertyListing,09/07/2020,09/07/2020,,,,
